"No.","Time","Source","Destination","Protocol","Length","Info"
"261","19.541383700","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"262","19.541384400","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"263","19.541385000","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"264","19.541385800","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"265","19.541386300","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"266","19.541386800","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"267","19.541435200","192.168.1.15","172.217.159.230","QUIC","76","Protected Payload (KP0), DCID=fe00577111fda1f1"
"268","19.541468200","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"269","19.541469200","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"270","19.541532500","192.168.1.15","172.217.159.230","QUIC","78","Protected Payload (KP0), DCID=fe00577111fda1f1"
"271","19.541610500","192.168.1.15","172.217.159.230","QUIC","76","Protected Payload (KP0), DCID=fe00577111fda1f1"
"272","19.541673400","192.168.1.15","172.217.159.230","QUIC","78","Protected Payload (KP0), DCID=fe00577111fda1f1"
"273","19.541731800","192.168.1.15","172.217.159.230","QUIC","76","Protected Payload (KP0), DCID=fe00577111fda1f1"
"274","19.541802900","192.168.1.15","172.217.159.230","QUIC","78","Protected Payload (KP0), DCID=fe00577111fda1f1"
"275","19.541878000","192.168.1.15","172.217.159.230","QUIC","80","Protected Payload (KP0), DCID=fe00577111fda1f1"
"276","19.541942200","192.168.1.15","172.217.159.230","QUIC","82","Protected Payload (KP0), DCID=fe00577111fda1f1"
"277","19.542006600","192.168.1.15","172.217.159.230","QUIC","80","Protected Payload (KP0), DCID=fe00577111fda1f1"
"278","19.542068400","192.168.1.15","172.217.159.230","QUIC","84","Protected Payload (KP0), DCID=fe00577111fda1f1"
"279","19.542127700","192.168.1.15","172.217.159.230","QUIC","77","Protected Payload (KP0), DCID=fe00577111fda1f1"
"280","19.542190800","192.168.1.15","172.217.159.230","QUIC","75","Protected Payload (KP0), DCID=fe00577111fda1f1"
"281","19.542287800","192.168.1.15","172.217.159.230","QUIC","76","Protected Payload (KP0), DCID=fe00577111fda1f1"
"282","19.542338200","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"283","19.542338800","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"284","19.542339400","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"285","19.542437400","192.168.1.15","172.217.159.230","QUIC","75","Protected Payload (KP0), DCID=fe00577111fda1f1"
"286","19.542489000","192.168.1.15","172.217.159.230","QUIC","77","Protected Payload (KP0), DCID=fe00577111fda1f1"
"287","19.542552600","192.168.1.15","172.217.159.230","QUIC","75","Protected Payload (KP0), DCID=fe00577111fda1f1"
"288","19.545641600","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"289","19.545711800","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"290","19.545740100","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"291","19.545762800","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"292","19.545783800","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"293","19.545820400","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"294","19.545821200","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"295","19.545821800","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"296","19.545884400","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"297","19.545885200","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"298","19.545945300","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"299","19.545946000","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"300","19.545946700","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"301","19.545947400","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"302","19.546004600","192.168.1.15","172.217.159.230","QUIC","75","Protected Payload (KP0), DCID=fe00577111fda1f1"
"303","19.547156700","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"304","19.548094900","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"305","19.548100900","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"306","19.548101600","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"307","19.548102200","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"308","19.548102800","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"309","19.548103500","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"310","19.548104000","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"311","19.548366700","192.168.1.15","172.217.159.230","QUIC","77","Protected Payload (KP0), DCID=fe00577111fda1f1"
"312","19.548465000","192.168.1.15","172.217.159.230","QUIC","79","Protected Payload (KP0), DCID=fe00577111fda1f1"
"313","19.548537300","192.168.1.15","172.217.159.230","QUIC","77","Protected Payload (KP0), DCID=fe00577111fda1f1"
"314","19.548589700","192.168.1.15","172.217.159.230","QUIC","75","Protected Payload (KP0), DCID=fe00577111fda1f1"
"315","19.548850000","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"316","19.548850800","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"317","19.548851600","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"318","19.548852200","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"319","19.549176600","192.168.1.15","172.217.159.230","QUIC","76","Protected Payload (KP0), DCID=fe00577111fda1f1"
"320","19.549296300","192.168.1.15","172.217.159.230","QUIC","74","Protected Payload (KP0), DCID=fe00577111fda1f1"
"321","19.555220700","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"322","19.555313600","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"323","19.555339800","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"324","19.555380500","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"325","19.555399500","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"326","19.555418500","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"327","19.555439100","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"328","19.555459700","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"329","19.555503400","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"330","19.555525100","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"331","19.555534700","192.168.1.15","172.217.159.230","QUIC","76","Protected Payload (KP0), DCID=fe00577111fda1f1"
"332","19.555612400","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"333","19.555617700","192.168.1.15","172.217.159.230","QUIC","76","Protected Payload (KP0), DCID=fe00577111fda1f1"
"334","19.555694700","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"335","19.555710100","192.168.1.15","172.217.159.230","QUIC","74","Protected Payload (KP0), DCID=fe00577111fda1f1"
"336","19.555722400","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"337","19.555723700","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"338","19.555744300","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"339","19.555762400","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"340","19.555930300","192.168.1.15","172.217.159.230","QUIC","76","Protected Payload (KP0), DCID=fe00577111fda1f1"
"341","19.556052200","192.168.1.15","172.217.159.230","QUIC","76","Protected Payload (KP0), DCID=fe00577111fda1f1"
"342","19.556141400","192.168.1.15","172.217.159.230","QUIC","74","Protected Payload (KP0), DCID=fe00577111fda1f1"
"343","19.556258100","192.168.1.15","172.217.159.230","QUIC","81","Protected Payload (KP0), DCID=fe00577111fda1f1"
"344","19.556364600","192.168.1.15","172.217.159.230","QUIC","74","Protected Payload (KP0), DCID=fe00577111fda1f1"
"345","19.556731700","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"346","19.556733400","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"347","19.556823000","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"348","19.556866900","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"349","19.556867800","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"350","19.556958200","192.168.1.15","172.217.159.230","QUIC","76","Protected Payload (KP0), DCID=fe00577111fda1f1"
"351","19.557062000","192.168.1.15","172.217.159.230","QUIC","74","Protected Payload (KP0), DCID=fe00577111fda1f1"
"352","19.559326600","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"353","19.559344500","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"354","19.559346500","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"355","19.559349000","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"356","19.559350700","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"357","19.559352100","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"358","19.559353400","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"359","19.559354800","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"360","19.559356100","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"361","19.559357000","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"362","19.559699500","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"363","19.559700600","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"364","19.559701900","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"365","19.559702900","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"366","19.559703700","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"367","19.559704600","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"368","19.559828700","192.168.1.15","172.217.159.230","QUIC","74","Protected Payload (KP0), DCID=fe00577111fda1f1"
"369","19.559941600","192.168.1.15","172.217.159.230","QUIC","76","Protected Payload (KP0), DCID=fe00577111fda1f1"
"370","19.560013400","192.168.1.15","172.217.159.230","QUIC","74","Protected Payload (KP0), DCID=fe00577111fda1f1"
"371","19.560110400","192.168.1.15","172.217.159.230","QUIC","76","Protected Payload (KP0), DCID=fe00577111fda1f1"
"372","19.562695400","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"373","19.562696300","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"374","19.562697000","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"375","19.562777900","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"376","19.562778800","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"377","19.562875800","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"378","19.562882000","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"379","19.562882700","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"380","19.562883400","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"381","19.562884100","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"382","19.562967500","192.168.1.15","172.217.159.230","QUIC","78","Protected Payload (KP0), DCID=fe00577111fda1f1"
"383","19.563041600","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"384","19.563042400","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"385","19.563043500","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"386","19.563044300","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"387","19.563045100","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"388","19.563045800","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"389","19.563046400","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"390","19.563047200","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"391","19.563047700","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"392","19.563100600","192.168.1.15","172.217.159.230","QUIC","76","Protected Payload (KP0), DCID=fe00577111fda1f1"
"393","19.563173800","192.168.1.15","172.217.159.230","QUIC","75","Protected Payload (KP0), DCID=fe00577111fda1f1"
"394","19.563195800","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"395","19.563196500","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"396","19.563197200","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"397","19.563275800","192.168.1.15","172.217.159.230","QUIC","77","Protected Payload (KP0), DCID=fe00577111fda1f1"
"398","19.563356300","192.168.1.15","172.217.159.230","QUIC","75","Protected Payload (KP0), DCID=fe00577111fda1f1"
"399","19.563443200","192.168.1.15","172.217.159.230","QUIC","77","Protected Payload (KP0), DCID=fe00577111fda1f1"
"400","19.563511600","192.168.1.15","172.217.159.230","QUIC","75","Protected Payload (KP0), DCID=fe00577111fda1f1"
"401","19.563598100","192.168.1.15","172.217.159.230","QUIC","77","Protected Payload (KP0), DCID=fe00577111fda1f1"
"402","19.563653500","192.168.1.15","172.217.159.230","QUIC","77","Protected Payload (KP0), DCID=fe00577111fda1f1"
"403","19.563721700","192.168.1.15","172.217.159.230","QUIC","77","Protected Payload (KP0), DCID=fe00577111fda1f1"
"404","19.563807400","192.168.1.15","172.217.159.230","QUIC","75","Protected Payload (KP0), DCID=fe00577111fda1f1"
"405","19.563882300","192.168.1.15","172.217.159.230","QUIC","77","Protected Payload (KP0), DCID=fe00577111fda1f1"
"406","19.563955800","192.168.1.15","172.217.159.230","QUIC","82","Protected Payload (KP0), DCID=fe00577111fda1f1"
"407","19.564016300","192.168.1.15","172.217.159.230","QUIC","75","Protected Payload (KP0), DCID=fe00577111fda1f1"
"408","19.564090900","192.168.1.15","172.217.159.230","QUIC","77","Protected Payload (KP0), DCID=fe00577111fda1f1"
"409","19.564173600","192.168.1.15","172.217.159.230","QUIC","75","Protected Payload (KP0), DCID=fe00577111fda1f1"
"410","19.564948200","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"411","19.565910700","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"412","19.565911800","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"413","19.565912400","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"414","19.565912900","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"415","19.565913500","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"416","19.565914100","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"417","19.565914600","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"418","19.566175700","192.168.1.15","172.217.159.230","QUIC","77","Protected Payload (KP0), DCID=fe00577111fda1f1"
"419","19.566289400","192.168.1.15","172.217.159.230","QUIC","75","Protected Payload (KP0), DCID=fe00577111fda1f1"
"420","19.568010500","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"421","19.568244800","192.168.1.15","172.217.159.230","QUIC","77","Protected Payload (KP0), DCID=fe00577111fda1f1"
"422","19.572649200","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"423","19.572650000","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"424","19.572650500","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"425","19.572656100","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"426","19.572656600","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"427","19.572657100","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"428","19.572657600","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"429","19.572658200","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"430","19.572658700","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"431","19.572659300","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"432","19.572789200","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"433","19.572789700","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"434","19.572939300","192.168.1.15","172.217.159.230","QUIC","75","Protected Payload (KP0), DCID=fe00577111fda1f1"
"435","19.573065100","192.168.1.15","172.217.159.230","QUIC","76","Protected Payload (KP0), DCID=fe00577111fda1f1"
"436","19.573129900","192.168.1.15","172.217.159.230","QUIC","76","Protected Payload (KP0), DCID=fe00577111fda1f1"
"437","19.573189300","192.168.1.15","172.217.159.230","QUIC","74","Protected Payload (KP0), DCID=fe00577111fda1f1"
"438","19.573259600","192.168.1.15","172.217.159.230","QUIC","76","Protected Payload (KP0), DCID=fe00577111fda1f1"
"439","19.573319900","192.168.1.15","172.217.159.230","QUIC","76","Protected Payload (KP0), DCID=fe00577111fda1f1"
"440","19.573380100","192.168.1.15","172.217.159.230","QUIC","76","Protected Payload (KP0), DCID=fe00577111fda1f1"
"441","19.575498100","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"442","19.575499100","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"443","19.575499800","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"444","19.575590400","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"445","19.575591100","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"446","19.575592000","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"447","19.575592600","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"448","19.575651100","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"449","19.575803000","192.168.1.15","172.217.159.230","QUIC","75","Protected Payload (KP0), DCID=fe00577111fda1f1"
"450","19.575902300","192.168.1.15","172.217.159.230","QUIC","76","Protected Payload (KP0), DCID=fe00577111fda1f1"
"451","19.575983700","192.168.1.15","172.217.159.230","QUIC","74","Protected Payload (KP0), DCID=fe00577111fda1f1"
"452","19.576072400","192.168.1.15","172.217.159.230","QUIC","76","Protected Payload (KP0), DCID=fe00577111fda1f1"
"453","19.576130200","192.168.1.15","172.217.159.230","QUIC","76","Protected Payload (KP0), DCID=fe00577111fda1f1"
"454","19.576188900","192.168.1.15","172.217.159.230","QUIC","76","Protected Payload (KP0), DCID=fe00577111fda1f1"
"455","19.576262700","192.168.1.15","172.217.159.230","QUIC","79","Protected Payload (KP0), DCID=fe00577111fda1f1"
"456","19.576569200","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"457","19.576570100","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"458","19.576575600","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"459","19.576576400","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"460","19.576812500","192.168.1.15","172.217.159.230","QUIC","76","Protected Payload (KP0), DCID=fe00577111fda1f1"
"461","19.577842900","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"462","19.577844500","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"463","19.577845000","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"464","19.577845600","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"465","19.577846300","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"466","19.577846700","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"467","19.577847200","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"468","19.577847800","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"469","19.577848300","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"470","19.577848800","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"471","19.578054700","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"472","19.578131900","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"473","19.578133000","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"474","19.578141900","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"475","19.578142400","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"476","19.578143300","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"477","19.578144100","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"478","19.578144800","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"479","19.578145400","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"480","19.578161200","192.168.1.15","172.217.159.230","QUIC","75","Protected Payload (KP0), DCID=fe00577111fda1f1"
"481","19.578317300","192.168.1.15","172.217.159.230","QUIC","76","Protected Payload (KP0), DCID=fe00577111fda1f1"
"482","19.578348100","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"483","19.578348900","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"484","19.578349400","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"485","19.578350300","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"486","19.578351000","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"487","19.578351700","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"488","19.578405500","192.168.1.15","172.217.159.230","QUIC","74","Protected Payload (KP0), DCID=fe00577111fda1f1"
"489","19.578518200","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"490","19.578519000","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"491","19.578545700","192.168.1.15","172.217.159.230","QUIC","76","Protected Payload (KP0), DCID=fe00577111fda1f1"
"492","19.578612900","192.168.1.15","172.217.159.230","QUIC","74","Protected Payload (KP0), DCID=fe00577111fda1f1"
"493","19.578686100","192.168.1.15","172.217.159.230","QUIC","76","Protected Payload (KP0), DCID=fe00577111fda1f1"
"494","19.578749500","192.168.1.15","172.217.159.230","QUIC","74","Protected Payload (KP0), DCID=fe00577111fda1f1"
"495","19.578818900","192.168.1.15","172.217.159.230","QUIC","76","Protected Payload (KP0), DCID=fe00577111fda1f1"
"496","19.578892500","192.168.1.15","172.217.159.230","QUIC","75","Protected Payload (KP0), DCID=fe00577111fda1f1"
"497","19.579018200","192.168.1.15","172.217.159.230","QUIC","75","Protected Payload (KP0), DCID=fe00577111fda1f1"
"498","19.585587300","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"499","19.585588800","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"500","19.585589600","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"501","19.585590300","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"502","19.585596000","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"503","19.585597100","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"504","19.586197100","192.168.1.15","172.217.159.230","QUIC","76","Protected Payload (KP0), DCID=fe00577111fda1f1"
"505","19.586457000","192.168.1.15","172.217.159.230","QUIC","78","Protected Payload (KP0), DCID=fe00577111fda1f1"
"506","19.586539800","192.168.1.15","172.217.159.230","QUIC","77","Protected Payload (KP0), DCID=fe00577111fda1f1"
"507","19.586647200","192.168.1.15","172.217.159.230","QUIC","75","Protected Payload (KP0), DCID=fe00577111fda1f1"
"508","19.586720300","192.168.1.15","172.217.159.230","QUIC","77","Protected Payload (KP0), DCID=fe00577111fda1f1"
"509","19.592715300","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"510","19.592716600","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"511","19.592717400","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"512","19.592717900","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"513","19.592719000","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"514","19.592719600","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"515","19.592720100","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"516","19.592720600","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"517","19.592721200","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"518","19.592721800","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"519","19.592922200","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"520","19.592924700","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"521","19.592933900","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"522","19.592934600","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"523","19.593037200","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"524","19.593081100","192.168.1.15","172.217.159.230","QUIC","76","Protected Payload (KP0), DCID=fe00577111fda1f1"
"525","19.593240800","192.168.1.15","172.217.159.230","QUIC","77","Protected Payload (KP0), DCID=fe00577111fda1f1"
"526","19.593330900","192.168.1.15","172.217.159.230","QUIC","75","Protected Payload (KP0), DCID=fe00577111fda1f1"
"527","19.594414600","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"528","19.594415500","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"529","19.594416000","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"530","19.594416700","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"531","19.594417200","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"532","19.594418200","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"533","19.594418700","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"534","19.594419200","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"535","19.594419700","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"536","19.594420300","172.217.159.230","192.168.1.15","QUIC","1292","Protected Payload (KP0)"
"537","19.594695700","192.168.1.15","172.217.159.230","QUIC","82","Protected Payload (KP0), DCID=fe00577111fda1f1"
"538","19.594815500","192.168.1.15","172.217.159.230","QUIC","75","Protected Payload (KP0), DCID=fe00577111fda1f1"
